data;temperatura_min;temperatura_max;temperatura_media;humidade_media;insolacao;velocidade_vento;precipitacao
08/11/1994;22.7;30.0;26.42;76.5;10.0;5.8;0.0
09/11/1994;22.7;30.0;26.52;78.75;10.6;5.766667;0.0
10/11/1994;25.1;29.8;26.98;79.25;8.7;5.4;0.0
11/11/1994;25.5;30.0;26.94;80.75;10.1;5.866667;0.0
12/11/1994;25.3;30.0;26.98;80.25;9.8;6.5;0.0
13/11/1994;24.1;29.4;26.58;80.25;7.2;4.6;8.6
14/11/1994;22.5;29.2;25.78;84.5;8.0;5.433333;1.6
15/11/1994;22.5;29.4;26.18;76.0;10.5;3.7;1.4
16/11/1994;22.7;29.4;26.26;76.5;10.3;4.233333;0.0
17/11/1994;22.9;29.8;26.54;76.75;9.8;4.066667;0.0
18/11/1994;22.7;29.6;26.22;81.25;10.0;4.7;0.0
19/11/1994;22.5;30.0;26.58;83.0;8.9;4.8;0.0
20/11/1994;25.5;29.6;26.52;88.0;7.7;4.133333;1.0
21/11/1994;22.9;29.6;26.46;84.25;7.8;4.466667;0.9
22/11/1994;22.9;29.6;26.46;84.75;8.4;4.2;0.4
23/11/1994;22.5;30.0;26.58;80.25;10.8;6.366667;0.1
24/11/1994;24.5;29.6;26.58;82.75;11.0;5.533333;5.5
25/11/1994;25.1;30.2;27.26;76.25;11.3;5.933333;0.0
26/11/1994;24.1;29.8;26.82;76.0;8.5;6.633333;0.2
27/11/1994;22.5;29.8;26.38;82.75;11.0;5.9;0.0
28/11/1994;22.5;29.6;26.26;76.75;11.4;5.8;0.0
29/11/1994;22.9;29.8;26.58;79.75;10.7;4.3;0.0
30/11/1994;22.7;30.2;26.34;82.25;10.3;5.233333;0.0
01/12/1994;22.7;30.6;27.68;84.0;10.0;4.7;0.1
01/01/1995;26.2;30.6;27.04;81.5;9.1;4.566667;0.5
02/01/1995;23.6;30.2;26.96;80.75;10.3;4.366667;0.0
03/01/1995;23.2;30.4;27.08;79.75;5.6;4.3;0.0
04/01/1995;23.2;29.4;27.36;80.25;0.3;3.033333;0.0
05/01/1995;26.2;29.2;25.64;83.5;0.2;2.033333;0.0
06/01/1995;22.0;29.2;26.44;81.25;1.3;4.8;8.3
07/01/1995;24.0;30.0;27.16;81.0;6.8;3.366667;1.3
08/01/1995;25.2;30.0;26.8;77.25;9.7;4.566667;0.0
09/01/1995;23.0;30.2;26.92;76.5;6.9;4.6;0.0
10/01/1995;23.0;30.0;26.72;78.5;10.6;5.3;0.0
11/01/1995;23.0;30.4;27.04;80.0;9.9;5.266667;0.0
12/01/1995;23.2;30.2;26.92;78.0;10.7;6.1;0.0
13/01/1995;23.0;30.2;27.04;75.5;11.1;6.466667;1.3
14/01/1995;23.2;30.2;26.96;79.25;11.1;5.6;0.0
15/01/1995;23.2;30.0;26.76;82.75;11.1;4.6;0.0
16/01/1995;23.0;30.4;27.12;80.25;10.3;4.333333;1.8
17/01/1995;23.4;30.0;26.88;79.25;10.6;4.8;0.0
18/01/1995;23.2;30.2;26.92;75.75;11.2;4.8;0.0
19/01/1995;23.0;30.6;27.12;80.0;9.9;5.366667;0.0
20/01/1995;23.4;30.6;27.12;86.0;8.8;5.033333;0.0
21/01/1995;24.6;30.4;27.36;87.5;8.7;3.866667;0.0
22/01/1995;25.0;30.4;27.24;80.5;10.4;3.866667;11.2
23/01/1995;23.6;30.0;27.2;75.0;10.2;3.466667;0.0
24/01/1995;23.4;30.0;27.2;77.25;10.2;4.733333;0.0
25/01/1995;23.6;30.4;27.16;81.25;8.7;4.3;0.0
26/01/1995;23.8;31.2;27.28;78.0;9.6;5.533333;0.0
27/01/1995;23.4;30.2;27.56;78.25;8.6;3.866667;0.0
28/01/1995;24.8;30.4;27.4;81.75;5.9;3.033333;0.0
29/01/1995;23.4;30.2;27.52;79.0;7.0;4.833333;0.2
30/01/1995;23.8;30.2;27.04;78.25;5.8;3.866667;0.0
31/01/1995;23.2;30.4;27.32;78.75;5.0;3.966667;0.0
01/02/1995;23.6;30.2;27.52;78.75;3.0;4.3;0.0
02/02/1995;24.0;30.4;27.28;78.5;1.9;5.133333;0.0
03/02/1995;23.8;30.6;26.6;81.25;3.0;3.466667;0.0
04/02/1995;22.8;29.6;26.36;81.5;0.4;2.8;0.0
05/02/1995;22.0;30.2;26.8;81.0;4.1;2.4;0.3
06/02/1995;23.4;30.4;26.8;79.5;5.1;2.8;0.0
07/02/1995;22.2;30.6;27.4;81.25;9.1;2.766667;0.0
08/02/1995;24.8;30.6;26.72;84.5;2.3;4.15;15.2
09/02/1995;23.2;30.8;27.84;76.75;9.2;3.966667;33.1
10/02/1995;25.0;30.6;27.78;78.25;9.2;3.6;1.3
11/02/1995;25.1;30.4;27.8;75.25;10.8;3.366667;0.5
12/02/1995;25.0;30.6;27.84;74.0;11.0;2.633333;0.0
13/02/1995;25.2;31.4;28.04;73.5;8.7;3.6;0.1
14/02/1995;25.0;31.4;27.84;77.25;9.3;2.866667;0.0
15/02/1995;24.4;31.4;27.12;84.0;2.3;2.066667;0.0
16/02/1995;25.2;30.6;27.6;78.25;8.8;3.133333;10.2
17/02/1995;24.0;30.6;28.04;77.75;8.1;3.666667;0.0
18/02/1995;25.4;31.0;28.04;76.5;10.1;4.133333;0.0
19/02/1995;25.2;31.0;27.88;72.5;10.9;4.9;0.0
20/02/1995;24.6;31.0;28.4;70.5;10.3;5.366667;0.0
21/02/1995;26.8;31.0;28.0;72.25;10.4;3.966667;0.0
22/02/1995;25.4;31.2;27.76;72.75;10.8;4.7;0.0
23/02/1995;24.0;31.4;27.92;79.25;10.6;4.233333;0.0
24/02/1995;24.0;31.4;28.24;75.5;8.4;3.966667;0.0
25/02/1995;27.0;31.4;28.2;76.25;8.8;4.433333;0.0
26/02/1995;26.0;31.4;27.84;80.25;9.3;5.233333;0.0
27/02/1995;24.8;31.2;28.36;78.5;10.8;6.133333;0.0
28/02/1995;27.0;31.2;28.2;75.5;10.8;6.366667;0.0
01/03/1995;26.6;31.0;28.52;72.25;5.9;4.6;0.0
02/03/1995;27.2;31.4;28.56;78.0;9.9;5.033333;0.0
03/03/1995;27.0;31.4;28.48;78.5;10.8;5.3;0.2
04/03/1995;27.0;31.4;27.84;82.25;11.0;5.966667;0.0
05/03/1995;24.4;30.6;27.0;79.75;7.8;3.866667;0.0
06/03/1995;24.0;30.4;27.32;82.0;6.9;4.533333;0.0
07/03/1995;24.8;31.4;27.92;76.25;10.0;4.7;14.0
08/03/1995;24.0;31.4;28.28;76.5;8.1;5.266667;0.0
09/03/1995;26.0;31.4;28.56;76.5;10.1;4.766667;0.0
10/03/1995;26.8;31.4;28.08;78.5;10.0;5.6;0.0
11/03/1995;24.0;30.6;27.68;82.25;9.8;4.666667;0.0
12/03/1995;23.8;30.6;27.8;78.75;9.7;4.466667;0.0
13/03/1995;24.2;28.8;25.9;86.25;1.6;2.3;0.0
14/03/1995;21.2;30.0;27.08;89.75;9.0;3.866667;21.8
15/03/1995;25.0;30.0;25.8;89.0;5.3;2.5;12.6
16/03/1995;20.4;30.4;27.72;78.75;10.6;4.033333;103.8
17/03/1995;24.0;30.4;28.08;79.5;10.0;3.666667;0.0
18/03/1995;26.0;30.6;27.96;76.0;10.6;4.466667;2.6
19/03/1995;25.2;30.6;27.52;81.5;9.0;3.966667;0.0
20/03/1995;23.0;30.6;27.2;85.75;10.4;3.8;0.0
21/03/1995;22.0;31.0;27.84;80.75;10.4;3.433333;0.0
22/03/1995;23.2;31.0;27.72;83.0;6.8;4.533333;0.0
23/03/1995;24.0;31.6;27.8;83.5;9.8;3.666667;0.0
24/03/1995;23.0;31.4;27.24;86.0;7.6;3.133333;0.0
25/03/1995;25.0;31.8;27.32;82.25;6.5;2.366667;9.1
26/03/1995;24.6;29.2;26.04;87.0;3.9;3.766667;3.5
27/03/1995;21.4;29.8;26.44;87.75;8.1;3.866667;2.0
28/03/1995;24.4;29.8;26.56;87.25;1.0;2.266667;51.5
29/03/1995;23.8;30.2;27.24;84.25;6.4;2.233333;54.4
30/03/1995;22.8;30.8;28.2;81.5;5.9;4.333333;1.9
31/03/1995;25.2;31.0;28.52;80.25;10.1;5.266667;0.0
01/04/1995;26.8;31.0;27.96;83.5;8.4;3.0;5.4
02/04/1995;24.8;30.8;27.2;82.0;9.4;2.1;0.0
03/04/1995;21.4;29.8;26.92;87.25;5.3;1.6;0.0
04/04/1995;25.0;29.8;26.52;91.25;4.0;2.966667;10.2
05/04/1995;25.0;29.6;25.64;88.5;0.5;2.933333;6.6
06/04/1995;20.4;30.6;26.44;88.75;8.4;4.133333;38.0
07/04/1995;22.8;30.4;26.88;86.25;0.2;2.733333;5.0
08/04/1995;22.0;29.2;25.4;93.0;1.3;3.166667;33.8
09/04/1995;20.4;29.8;27.28;82.25;6.0;4.0;12.9
10/04/1995;24.0;28.6;25.4;90.0;1.7;2.733333;4.8
11/04/1995;21.4;30.0;26.48;85.75;7.5;2.866667;24.6
12/04/1995;22.0;30.0;26.24;89.0;8.3;3.033333;3.0
13/04/1995;21.0;29.2;26.36;90.25;2.8;3.4;1.0
14/04/1995;22.4;29.2;27.24;81.75;2.8;3.1;1.4
15/04/1995;24.0;28.8;26.6;86.0;1.0;0.633333;16.3
16/04/1995;24.0;30.0;27.36;80.25;10.2;4.033333;10.1
17/04/1995;24.0;30.0;26.28;91.25;5.5;2.466667;0.0
18/04/1995;21.4;30.0;26.12;88.75;7.4;4.4;0.0
19/04/1995;20.4;30.0;25.12;92.0;3.4;2.233333;8.8
20/04/1995;20.0;30.2;27.08;78.0;8.9;3.933333;34.9
21/04/1995;23.8;30.4;27.56;80.0;8.9;3.866667;1.5
22/04/1995;24.2;30.2;27.72;82.0;9.3;3.866667;0.1
23/04/1995;24.6;30.4;27.76;82.5;8.6;4.433333;0.2
24/04/1995;24.4;29.6;27.36;79.25;4.1;3.633333;0.0
25/04/1995;24.4;30.6;27.6;78.75;10.5;4.4;0.6
26/04/1995;24.0;30.6;26.88;80.25;10.3;5.3;1.4
27/04/1995;21.0;30.0;27.48;80.75;5.7;3.766667;0.0
28/04/1995;24.2;31.6;26.76;91.5;4.6;4.233333;0.0
29/04/1995;23.6;31.6;26.36;96.5;0.7;1.533333;0.0
30/04/1995;24.0;31.0;25.44;92.75;0.0;1.333333;16.8
01/05/1995;22.0;29.6;26.24;84.75;7.7;3.666667;59.0
02/05/1995;20.4;30.0;27.32;80.25;10.0;4.433333;3.3
03/05/1995;23.6;30.2;26.52;86.0;9.2;5.233333;0.0
04/05/1995;22.2;29.8;26.24;84.5;8.0;4.233333;0.0
05/05/1995;21.4;29.6;25.28;88.25;7.3;3.433333;15.4
06/05/1995;20.0;29.8;26.6;84.75;9.7;4.4;2.5
07/05/1995;20.4;30.2;27.08;80.75;10.2;3.833333;41.5
08/05/1995;22.4;30.0;26.8;81.0;10.4;4.0;0.0
09/05/1995;22.4;30.0;26.8;79.5;10.3;4.533333;0.0
10/05/1995;22.2;29.8;26.92;77.75;10.4;5.266667;0.0
11/05/1995;22.4;29.8;26.6;78.25;9.5;4.033333;0.0
12/05/1995;21.0;30.0;27.2;80.0;10.7;4.066667;0.6
13/05/1995;23.8;30.0;27.16;81.75;10.6;3.466667;0.0
14/05/1995;23.6;27.8;24.08;95.0;0.0;1.4;0.0
15/05/1995;20.0;29.8;25.36;92.75;4.6;3.466667;18.4
16/05/1995;20.2;28.4;25.36;90.75;0.0;2.2;34.7
17/05/1995;20.2;27.6;24.8;94.0;0.6;2.3;24.6
18/05/1995;20.4;28.8;25.28;93.0;1.5;3.3;22.5
19/05/1995;21.4;27.6;25.36;91.75;0.0;2.466667;23.4
20/05/1995;23.8;25.4;24.16;95.25;0.0;0.233333;10.4
21/05/1995;23.2;29.4;26.64;87.75;10.2;2.7;54.4
22/05/1995;23.2;28.6;25.44;92.5;5.2;1.966667;9.0
23/05/1995;23.2;29.2;26.32;87.5;7.4;2.9;12.8
24/05/1995;24.0;30.0;25.76;88.75;8.9;2.633333;2.2
25/05/1995;20.0;29.0;26.68;86.25;9.9;2.933333;13.4
26/05/1995;24.4;29.2;26.28;88.75;6.4;3.633333;7.8
27/05/1995;24.0;29.0;24.92;95.75;4.3;2.733333;15.0
28/05/1995;23.4;29.2;24.96;90.75;4.5;2.7;1.3
29/05/1995;21.0;29.4;26.32;84.75;9.3;4.233333;11.8
30/05/1995;23.0;29.8;25.84;86.0;10.2;3.433333;0.0
31/05/1995;20.0;30.0;26.08;79.0;5.6;5.266667;2.4
01/06/1995;22.0;27.8;25.08;93.0;1.0;2.8;0.0
02/06/1995;23.2;29.4;25.6;87.0;8.0;3.966667;5.2
03/06/1995;21.0;29.0;24.16;89.0;4.2;4.466667;32.3
04/06/1995;19.0;29.2;25.44;82.5;8.8;5.566667;0.3
05/06/1995;21.0;29.6;25.44;81.5;9.7;5.6;1.9
06/06/1995;19.0;29.6;26.56;79.25;10.2;4.266667;0.0
07/06/1995;23.0;29.6;25.56;84.0;6.6;4.133333;0.0
08/06/1995;21.2;29.6;26.32;80.0;8.3;5.133333;4.8
09/06/1995;23.4;29.4;26.0;85.25;7.0;4.4;0.8
10/06/1995;23.0;29.6;26.04;88.75;7.0;4.566667;1.8
11/06/1995;22.6;29.2;25.88;82.5;9.6;4.6;0.0
12/06/1995;21.0;26.4;23.88;96.5;0.0;3.466667;2.5
13/06/1995;22.6;28.8;25.36;86.25;9.5;3.7;23.2
14/06/1995;22.4;28.8;24.16;91.25;4.0;4.133333;17.6
15/06/1995;19.0;28.8;24.72;89.25;8.7;3.533333;0.2
16/06/1995;22.4;29.8;25.64;85.25;4.7;3.533333;7.3
17/06/1995;23.0;29.8;26.52;77.0;9.0;3.866667;2.4
18/06/1995;23.0;28.8;26.0;79.75;10.6;6.066667;3.6
19/06/1995;22.4;27.2;24.32;94.5;0.7;3.066667;0.0
20/06/1995;22.6;28.6;24.52;89.5;5.3;3.933333;1.0
21/06/1995;21.4;29.2;25.4;85.0;8.7;4.8;30.9
22/06/1995;22.0;28.4;24.12;87.25;3.1;4.9;5.0
23/06/1995;19.2;29.0;25.34;83.75;2.8;3.666667;1.8
24/06/1995;21.6;29.0;25.26;91.5;1.7;3.166667;0.0
25/06/1995;23.2;28.6;24.2;92.0;2.8;2.1;0.0
26/06/1995;20.2;28.0;24.56;87.75;2.6;4.033333;37.4
27/06/1995;22.8;28.6;24.44;88.25;6.6;4.333333;15.1
28/06/1995;19.6;29.2;24.16;86.75;4.1;4.366667;1.6
29/06/1995;19.0;25.8;22.04;93.0;0.0;3.2;0.0
30/06/1995;20.6;27.4;23.96;89.25;7.9;4.433333;57.7
01/07/1995;18.4;26.4;23.28;96.0;0.0;2.733333;54.6
02/07/1995;19.0;25.8;24.04;90.25;0.4;3.866667;18.2
03/07/1995;20.4;28.2;24.72;82.25;7.8;3.833333;14.5
04/07/1995;20.2;27.2;23.56;92.25;2.9;2.633333;10.6
05/07/1995;18.0;28.6;24.36;82.75;8.7;4.566667;4.2
06/07/1995;18.0;28.6;24.36;85.5;3.6;4.2;1.2
07/07/1995;19.0;27.2;24.52;89.75;2.6;3.7;0.0
08/07/1995;21.4;28.0;24.92;90.0;7.4;4.5;0.0
09/07/1995;21.8;28.4;24.0;85.0;8.5;4.566667;49.0
10/07/1995;19.0;28.6;24.28;79.0;5.5;4.833333;12.1
11/07/1995;19.6;27.8;23.92;80.5;8.4;5.2;0.0
12/07/1995;19.0;26.6;22.68;87.5;0.8;4.3;0.0
13/07/1995;18.0;28.2;23.44;88.0;5.7;4.4;0.0
14/07/1995;18.2;27.4;24.68;86.5;2.2;3.933333;20.0
15/07/1995;22.4;28.4;24.4;79.75;8.6;3.7;34.4
16/07/1995;22.0;26.6;23.16;88.75;5.6;2.9;4.0
17/07/1995;17.6;27.2;23.12;88.5;5.1;4.333333;3.2
18/07/1995;18.2;27.8;23.44;90.5;5.4;4.533333;19.2
19/07/1995;18.4;28.4;24.2;82.0;8.5;3.666667;11.6
20/07/1995;19.4;28.2;23.64;81.25;9.9;3.7;9.4
21/07/1995;19.0;28.0;23.52;91.75;8.4;3.066667;2.8
22/07/1995;18.6;28.4;24.6;89.25;5.9;4.533333;1.7
23/07/1995;22.4;28.2;24.72;85.25;6.9;4.433333;22.2
24/07/1995;19.0;28.0;24.48;82.25;7.9;4.266667;16.5
25/07/1995;19.6;27.2;23.02;91.0;6.6;4.233333;3.0
26/07/1995;18.9;26.4;22.84;91.75;2.3;4.2;4.5
27/07/1995;18.2;27.6;23.88;86.0;4.6;3.0;33.3
28/07/1995;18.0;28.0;24.4;84.75;9.1;3.566667;38.2
29/07/1995;22.2;27.2;23.24;89.5;4.9;4.133333;4.3
30/07/1995;18.0;28.2;24.32;86.0;5.8;4.333333;1.0
31/07/1995;22.0;28.4;25.28;80.75;10.3;4.333333;6.7
01/08/1995;21.8;28.4;24.4;80.75;10.4;4.966667;0.0
02/08/1995;20.0;28.4;24.96;83.0;8.9;4.933333;0.0
03/08/1995;20.0;29.0;25.52;83.25;7.9;4.533333;0.0
04/08/1995;21.0;29.0;26.08;84.5;10.1;5.133333;0.2
05/08/1995;24.8;29.0;25.28;77.75;9.7;5.733333;0.4
06/08/1995;22.0;29.0;23.72;85.0;9.9;6.1;0.0
07/08/1995;19.0;27.8;23.92;82.75;9.7;4.3;0.0
08/08/1995;19.2;28.6;25.28;77.75;10.4;4.333333;2.8
09/08/1995;21.0;28.6;25.36;79.75;8.2;4.666667;0.0
10/08/1995;22.2;28.6;25.24;75.5;10.2;6.05;1.5
11/08/1995;21.0;30.0;25.16;77.25;10.3;6.066667;0.0
12/08/1995;20.4;29.0;24.8;77.75;10.1;5.233333;0.0
13/08/1995;19.4;28.8;25.0;79.25;10.2;4.7;0.0
14/08/1995;20.8;28.6;25.2;77.25;10.0;5.066667;0.0
15/08/1995;20.8;28.6;25.4;77.75;10.5;5.666667;1.0
16/08/1995;21.0;28.8;24.48;77.25;10.1;5.8;0.0
17/08/1995;18.0;28.0;24.08;80.75;5.2;4.8;0.6
18/08/1995;21.0;28.4;25.24;82.0;8.7;5.333333;4.4
19/08/1995;20.8;28.8;25.6;81.5;9.3;6.266667;1.0
20/08/1995;21.6;28.8;25.68;79.0;9.3;5.733333;0.0
21/08/1995;22.6;28.6;25.24;75.5;9.9;4.433333;0.4
22/08/1995;21.4;28.6;24.96;78.75;10.3;6.033333;0.0
23/08/1995;20.4;28.8;25.32;78.75;10.1;6.3;0.0
24/08/1995;21.4;28.8;25.08;78.75;10.0;6.133333;0.0
25/08/1995;21.0;28.4;25.04;81.75;10.0;4.033333;0.0
26/08/1995;21.4;26.6;24.32;88.0;3.8;4.866667;0.0
27/08/1995;21.4;28.6;25.2;78.75;9.9;6.166667;1.4
28/08/1995;21.0;28.6;24.92;78.25;8.9;5.533333;11.4
29/08/1995;21.4;28.8;24.32;83.75;7.5;4.666667;1.0
30/08/1995;20.0;28.6;25.4;80.75;9.3;6.066667;4.6
31/08/1995;22.0;27.8;24.44;82.25;4.0;4.433333;4.1
01/09/1995;19.0;28.0;25.14;82.5;6.3;5.233333;8.6
02/09/1995;22.1;28.4;25.08;78.0;9.9;5.666667;1.8
03/09/1995;21.0;28.8;25.56;77.75;10.0;6.533333;0.0
04/09/1995;21.6;28.6;24.56;83.5;8.4;6.233333;0.0
05/09/1995;20.0;28.6;25.16;80.75;8.2;6.4;0.0
06/09/1995;21.2;28.6;23.92;85.25;7.5;5.566667;1.3
07/09/1995;19.0;28.6;24.92;81.5;6.8;5.533333;0.0
08/09/1995;19.0;28.6;25.44;81.25;7.4;6.466667;3.0
09/09/1995;21.0;28.4;24.6;79.25;5.9;6.333333;0.0
10/09/1995;18.8;28.0;24.0;83.5;5.7;5.333333;0.7
11/09/1995;19.4;28.6;24.92;76.5;10.4;4.7;0.2
12/09/1995;20.6;28.6;25.68;83.25;9.5;5.1;1.7
13/09/1995;22.0;29.2;26.28;78.75;9.5;5.866667;0.0
14/09/1995;25.0;29.2;25.56;79.0;8.3;5.8;0.0
15/09/1995;22.2;29.2;26.08;81.25;6.4;4.7;0.3
16/09/1995;23.2;29.0;25.84;81.75;9.7;4.7;0.0
17/09/1995;22.6;28.8;25.4;78.25;9.8;6.2;0.0
18/09/1995;21.0;29.0;25.28;75.75;10.2;6.066667;0.0
19/09/1995;20.8;29.0;24.48;82.25;6.1;5.333333;0.0
20/09/1995;20.0;29.2;25.28;80.25;9.3;5.066667;0.2
21/09/1995;20.0;29.2;25.8;78.25;6.2;5.933333;0.0
22/09/1995;22.2;29.2;25.68;73.5;10.0;5.066667;0.0
23/09/1995;22.2;28.8;25.36;72.0;10.0;5.066667;0.0
24/09/1995;21.4;29.0;25.64;78.5;10.0;6.1;0.0
25/09/1995;21.6;29.0;25.92;76.5;9.2;6.566667;0.0
26/09/1995;23.4;29.2;25.68;79.25;9.1;5.333333;0.0
27/09/1995;21.8;29.4;25.76;80.25;10.3;6.0;0.4
28/09/1995;21.2;29.2;25.56;83.25;7.3;5.133333;0.0
29/09/1995;23.0;29.2;25.84;81.75;9.8;7.2;3.0
30/09/1995;22.2;29.8;25.76;72.25;9.4;6.733333;0.4
01/10/1995;22.4;29.8;25.48;76.0;9.8;5.1;0.0
02/10/1995;20.6;28.8;25.42;79.75;9.7;4.533333;0.0
03/10/1995;20.0;28.8;25.88;81.5;7.5;4.466667;0.0
04/10/1995;22.0;29.2;26.38;78.25;9.8;4.4;0.0
05/10/1995;24.8;29.0;26.42;78.0;10.5;3.366667;0.0
06/10/1995;24.6;29.2;25.76;80.75;9.4;4.066667;0.0
07/10/1995;21.0;29.4;25.92;79.5;8.5;5.133333;0.0
08/10/1995;21.4;29.0;25.76;77.75;10.5;4.366667;0.0
09/10/1995;21.0;29.6;26.52;77.25;10.2;3.8;0.0
10/10/1995;24.8;29.6;26.36;77.25;10.3;3.633333;0.0
11/10/1995;24.2;29.6;26.96;73.75;10.7;5.2;0.0
12/10/1995;25.0;29.6;25.92;81.25;10.0;5.3;0.0
13/10/1995;21.0;29.6;26.68;79.0;9.8;6.033333;1.3
14/10/1995;23.6;29.6;26.64;78.5;9.1;6.9;0.0
15/10/1995;23.8;29.6;25.94;82.25;8.4;6.4;0.0
16/10/1995;23.8;29.8;24.28;74.5;9.4;5.5;1.5
17/10/1995;12.4;29.8;26.38;74.25;10.1;6.166667;0.0
18/10/1995;22.6;29.6;26.18;78.0;10.7;5.533333;0.8
19/10/1995;21.6;29.6;26.14;79.0;9.4;4.866667;0.0
20/10/1995;21.4;29.8;26.8;74.5;10.1;5.533333;0.0
21/10/1995;25.0;29.2;26.56;73.5;10.1;5.0;0.0
22/10/1995;25.0;29.2;26.0;77.5;10.0;4.766667;0.0
23/10/1995;21.4;29.8;26.46;77.25;11.1;5.2;0.0
24/10/1995;21.6;30.0;26.92;78.0;9.5;5.766667;0.0
25/10/1995;25.2;29.6;25.72;79.25;11.1;4.7;0.0
26/10/1995;20.4;29.4;25.48;81.0;9.5;5.1;0.0
27/10/1995;22.0;29.6;26.28;75.25;8.9;4.833333;0.3
28/10/1995;22.6;29.2;25.96;79.25;9.2;4.433333;0.0
29/10/1995;22.0;29.2;25.76;82.0;7.7;4.7;0.0
30/10/1995;22.0;30.0;26.36;76.5;10.3;4.7;0.3
31/10/1995;22.4;30.0;25.64;80.0;4.7;4.7;0.0
01/11/1995;19.6;29.4;26.42;75.25;10.7;5.2;0.0
02/11/1995;23.2;29.4;25.96;81.75;2.8;4.233333;6.2
03/11/1995;22.0;29.4;26.12;80.25;10.1;5.7;0.0
04/11/1995;24.0;29.0;25.4;81.75;4.4;5.033333;0.4
05/11/1995;22.2;28.8;24.96;88.25;1.7;5.933333;0.0
06/11/1995;20.0;28.8;25.96;80.5;5.9;5.866667;9.8
07/11/1995;23.4;29.2;26.0;77.5;9.3;5.7;22.6
08/11/1995;22.0;29.6;26.06;77.75;9.1;6.3;0.9
09/11/1995;22.0;29.6;25.44;83.75;6.4;5.533333;0.0
10/11/1995;21.2;29.4;26.0;80.0;9.3;5.433333;0.4
11/11/1995;21.0;29.4;26.04;82.0;3.4;4.3;0.0
12/11/1995;22.0;29.6;26.24;78.25;7.5;6.366667;0.0
13/11/1995;22.2;29.8;26.94;77.5;9.0;5.066667;0.8
14/11/1995;25.2;29.2;25.44;80.25;6.6;4.7;0.0
15/11/1995;20.6;29.4;26.22;79.5;9.1;3.9;0.2
16/11/1995;22.4;29.6;25.98;81.0;10.4;3.466667;0.0
17/11/1995;21.6;29.8;26.72;80.5;9.9;3.9;0.0
18/11/1995;24.4;30.2;26.92;80.5;10.3;3.8;0.0
19/11/1995;24.6;29.4;26.8;77.25;10.4;3.2;0.0
20/11/1995;25.0;29.4;26.9;79.0;10.4;3.533333;0.0
21/11/1995;25.2;29.6;26.64;79.75;9.6;4.133333;0.0
22/11/1995;23.0;30.0;27.32;80.75;8.2;4.166667;0.0
23/11/1995;25.8;29.6;27.2;76.0;10.3;3.866667;0.0
24/11/1995;25.8;29.8;27.2;73.0;10.2;3.466667;0.0
25/11/1995;25.6;29.8;27.12;75.5;5.0;3.366667;0.0
26/11/1995;25.6;29.6;26.7;80.0;7.7;3.966667;0.0
27/11/1995;22.4;30.4;26.74;75.5;10.9;4.433333;0.0
28/11/1995;22.4;30.0;26.84;76.75;10.1;5.3;0.0
29/11/1995;23.0;30.2;26.62;78.5;11.4;5.5;0.0
30/11/1995;23.2;30.2;26.72;77.75;11.4;5.7;0.0
01/12/1995;23.0;30.0;26.8;75.75;11.1;5.533333;0.0
02/12/1995;23.2;30.0;26.52;81.25;8.1;2.5;0.0
03/12/1995;23.8;30.0;26.52;78.0;11.4;3.966667;0.0
04/12/1995;22.0;30.2;26.6;81.0;10.5;3.666667;0.0
05/12/1995;22.2;30.2;26.76;78.5;9.0;3.366667;0.0
06/12/1995;22.4;30.2;26.8;77.75;8.7;4.733333;0.0
07/12/1995;22.4;30.0;26.72;76.5;11.0;3.966667;0.0
08/12/1995;23.0;30.4;26.56;79.25;10.4;3.566667;0.0
09/12/1995;22.2;30.0;26.64;78.5;8.6;4.466667;0.0
10/12/1995;22.0;30.2;26.72;79.75;10.6;4.533333;0.0
11/12/1995;22.0;30.2;26.8;79.75;9.3;4.533333;0.0
12/12/1995;22.0;29.6;27.0;76.5;11.3;4.066667;0.0
13/12/1995;25.4;30.0;26.76;80.25;10.5;3.033333;0.0
14/12/1995;22.0;30.0;27.42;81.25;10.6;3.3;0.0
15/12/1995;26.5;30.2;27.42;75.5;9.7;4.133333;0.4
16/12/1995;22.0;30.4;27.42;72.5;10.8;5.433333;0.0
17/12/1995;22.0;30.6;27.42;75.5;10.5;5.4;0.0
18/12/1995;22.0;30.6;27.4;74.75;6.1;4.733333;0.0
19/12/1995;24.2;30.4;27.9;79.5;10.8;4.3;0.0
20/12/1995;26.7;30.4;27.84;80.25;9.7;3.966667;0.0
21/12/1995;26.2;30.4;27.24;80.0;9.3;4.233333;0.0
22/12/1995;24.0;30.2;27.48;78.25;9.5;3.833333;0.0
23/12/1995;25.2;30.6;27.76;78.5;10.2;4.7;0.0
24/12/1995;26.0;30.6;27.72;77.0;8.6;4.433333;0.0
25/12/1995;25.0;30.2;27.48;76.0;9.9;4.7;0.0
26/12/1995;24.0;30.2;27.6;77.5;10.2;4.7;0.0
27/12/1995;25.0;30.4;27.4;77.75;10.8;3.366667;0.0
28/12/1995;25.0;30.6;27.8;79.0;10.4;3.8;0.0
29/12/1995;25.2;30.4;27.52;77.5;10.4;4.133333;0.0
30/12/1995;24.6;30.4;27.44;76.25;10.0;4.833333;0.0
31/12/1995;23.8;30.4;27.46;77.0;10.2;4.133333;0.0
01/01/1996;24.3;31.0;28.26;75.25;10.4;3.966667;0.0
02/01/1996;26.1;30.6;27.9;77.25;9.8;5.8;0.0
